url,restaurant_id,fetch_count,time_of_fetching_data,rating,rest_name,address,telephone,website,tags,CUISINES,Special_Diets,Meals,is_michelin,menu_link_available,neighborhood,restaurant_rank,Food_Rating,Value_Rating,Service_Rating,Atmosphere_Rating,PRICE_RANGE,FEATURES,total_reviews,menu_link,geo_id
https://www.tripadvisor.com/Restaurant_Review-g187147-d10443323-Reviews-L_Orangerie-Paris_Ile_de_France.html,d10443323,1,"24/12/2023 08:39:28",5,L'Orangerie,"31 avenue George V Four Seasons Hotel, 75008 Paris France","+33 1 49 52 72 24",http://www.fourseasons.com/paris/dining/restaurants/l-orangerie/,"['$$$$', 'French', 'European', 'Vegetarian Friendly']","['French', 'European']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Lunch', 'Dinner']",No,No,"Champs-Elysees0.4 miles from Arc de Triomphe","#90 of 14,523 Restaurants in Paris",5,4.5,5,4.5,"['$105 - $132']","['Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Parking Available', 'Valet Parking', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']",355,,187147
https://www.tripadvisor.com/Restaurant_Review-g187147-d10449920-Reviews-Frog_Underground-Paris_Ile_de_France.html,d10449920,1,"24/12/2023 08:34:48",5,"Frog & Underground","176 rue Montmartre, 75002 Paris France","+33 1 44 82 04 72",http://www.frogpubs.com/fr/pub-the-frog-underground-paris-13.php,"['$$ - $$$', 'American', 'Brew Pub', 'Bar']","['Brew Pub', 'Bar', 'Pub', 'American']","['Vegetarian Friendly']","['Lunch', 'Dinner', 'Brunch']",No,No,"Opera / Bourse","#49 of 14,523 Restaurants in Paris",4.5,4.5,4.5,4.5,"['$13 - $21']","['Reservations', 'Private Dining', 'Seating', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']",1151,,187147
https://www.tripadvisor.com/Restaurant_Review-g187147-d10493759-Reviews-Via_Emilia-Paris_Ile_de_France.html,d10493759,1,"24/12/2023 08:33:41",5,"Via Emilia","22 rue la Bruyere 22 rue la Bruyère, 75009 Paris France","+33 1 42 82 18 33",http://www.viaemilia.fr/,"['$$ - $$$', 'Italian', 'Mediterranean', 'European']","['Italian', 'Mediterranean', 'European', 'Emilian', 'Northern-Italian']","['Vegetarian Friendly', 'Vegan Options']","['Lunch', 'Dinner', 'Drinks']",No,No,"9th Arr. - Opera","#41 of 14,523 Restaurants in Paris",5,4.5,5,4.5,"['$22 - $32']","['Reservations', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Accepts Credit Cards', 'Table Service']",478,,187147
https://www.tripadvisor.com/Restaurant_Review-g187147-d10514254-Reviews-Les_Apotres_de_Pigalle-Paris_Ile_de_France.html,d10514254,1,"24/12/2023 08:32:24",5,"Les Apotres de Pigalle","2 rue Germain Pilon, 75018 Paris France",+33651216966,http://lesapotresdepigalle.fr/,"['$$ - $$$', 'Brew Pub', 'European', 'South American']","['South American', 'Brew Pub', 'European']","['Vegetarian Friendly']",['Dinner'],No,No,"Grandes-Carrieres0.3 miles from Montmartre","#30 of 14,523 Restaurants in Paris",5,5,5,4.5,"['$6 - $28']","['Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']",2660,,187147
https://www.tripadvisor.com/Restaurant_Review-g187147-d10622104-Reviews-Il_Grano-Paris_Ile_de_France.html,d10622104,1,"24/12/2023 08:34:12",4.5,"Il Grano","212 B boulevard Pereire, 75017 Paris France",+33158579946,http://www.restaurantilgrano.com/,"['$$ - $$$', 'Italian', 'Pizza', 'Mediterranean']","['Pizza', 'Italian', 'Mediterranean', 'European', 'Healthy', 'Romana', 'Sicilian', 'Southern-Italian']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Drinks', 'Lunch', 'Dinner', 'Late Night']",No,No,"Ternes0.5 miles from Arc de Triomphe","#46 of 14,523 Restaurants in Paris",5,4.5,5,5,"['$17 - $39']","['Delivery', 'Takeout', 'Reservations', 'Wheelchair Accessible', 'Serves Alcohol', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Cash Only', 'Family style', 'Gift Cards Available']",1660,,187147
https://www.tripadvisor.com/Restaurant_Review-g187323-d10640093-Reviews-Gasthaus_Kater_Alex-Berlin.html,d10640093,1,"23/12/2023 09:22:35",4.5,"Gasthaus Kater Alex","Kaiser-Friedrich-Str. 29, 10585 Berlin Germany","+49 30 34709065",https://www.facebook.com/Gasthaus-Kater-Alex-1387359424665946/,"['$$ - $$$', 'German', 'International', 'Grill']","['German', 'International', 'Grill', 'Central European']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Lunch', 'Dinner', 'Brunch', 'Drinks']",No,No,"Charlottenburg0.7 miles from Charlottenburg Palace","#31 of 5,705 Restaurants in Berlin",4.5,4.5,4.5,4.5,"['$2 - $28']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']",332,,187323
https://www.tripadvisor.com/Restaurant_Review-g187323-d10700265-Reviews-Restaurant_Buschbeck_s-Berlin.html,d10700265,1,"23/12/2023 09:19:28",5,"Restaurant Buschbeck's","Trendelenburgstr. 14, 14057 Berlin Germany","+49 30 32604166",http://www.buschbecks-berlin.com/,"['$$ - $$$', 'German', 'European', 'Central European']","['German', 'European', 'Central European']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Dinner', 'Drinks']",No,No,"Charlottenburg1.1 miles from Charlottenburg Palace","#5 of 5,705 Restaurants in Berlin",4.5,4.5,4.5,4.5,"['$4 - $22']","['Gift Cards Available', 'Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Table Service', 'Wine and Beer']",377,,187323
https://www.tripadvisor.com/Restaurant_Review-g187323-d10716782-Reviews-Salami_Social_Club-Berlin.html,d10716782,1,"23/12/2023 09:32:11",4.5,"Salami Social Club","Frankfurter Allee 43, 10247 Berlin Germany","+49 30 54823781",http://www.salamisocialclub.de/,"['$', 'Italian', 'Pizza', 'European']","['Italian', 'Pizza', 'European']","['Vegetarian Friendly', 'Vegan Options']","['Lunch', 'Dinner']",No,No,"Friedrichshain1.2 miles from East Side Gallery","#111 of 5,705 Restaurants in Berlin",4.5,4.5,4.5,4.5,"['$9 - $14']","['Delivery', 'Takeout', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Accepts Credit Cards']",250,,187323
https://www.tripadvisor.com/Restaurant_Review-g187323-d10791492-Reviews-Umami_X_Berg-Berlin.html,d10791492,1,"23/12/2023 09:25:59",4.5,"Umami X-Berg","Bergmannstr. 97, 10961 Berlin Germany","+49 30 68325085",http://www.facebook.com/umamirestaurantxberg,"['$', 'Asian', 'Vietnamese', 'Healthy']","['Asian', 'Vietnamese', 'Healthy']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Lunch', 'Dinner']",No,No,"Friedrichshain-Kreuzberg (Borough)1.2 miles from Checkpoint Charlie","#59 of 5,705 Restaurants in Berlin",4.5,4,4.5,4.5,"['$17 - $39']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service']",637,,187323
https://www.tripadvisor.com/Restaurant_Review-g187147-d10804934-Reviews-L_ARCHESTE-Paris_Ile_de_France.html,d10804934,1,"24/12/2023 08:38:41",5,L'ARCHESTE,"79 Rue de la Tour, 75116 Paris France","+33 1 40 71 69 68",http://archeste.fr/,"['$$$$', 'French', 'European']","['French', 'European']","['Vegetarian Friendly', 'Vegan Options', 'Halal']","['Lunch', 'Dinner']",No,No,"16th Arr. - Passy","#83 of 14,523 Restaurants in Paris",5,4.5,5,4.5,"['$94 - $242']","['Reservations', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Accepts Mastercard', 'Accepts Visa', 'Accepts Credit Cards', 'Table Service', 'Accepts American Express', 'Free Wifi', 'Non-smoking restaurants']",265,,187147
https://www.tripadvisor.com/Restaurant_Review-g187323-d10831312-Reviews-Salhino_Restaurant-Berlin.html,d10831312,1,"23/12/2023 09:23:52",4.5,"Salhino Restaurant","Waitzstr. 1, 10629 Berlin Germany","+49 30 55594563",http://salhino.de/,"['$$ - $$$', 'Eastern European', 'Georgian', 'Vegetarian Friendly']","['Eastern European', 'Georgian']","['Vegetarian Friendly']","['Lunch', 'Dinner', 'Drinks']",No,No,Charlottenburg,"#820 of 5,705 Restaurants in Berlin",4.5,4.5,4.5,5,"['$7 - $39']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Accepts Visa', 'Digital Payments', 'Free Wifi', 'Table Service', 'Highchairs Available', 'Wine and Beer', 'Accepts Credit Cards']",100,,187323
https://www.tripadvisor.com/Restaurant_Review-g187147-d1097529-Reviews-Nirvana_Inde-Paris_Ile_de_France.html,d1097529,1,"24/12/2023 08:32:31",4.5,"Nirvana Inde","6 rue de Moscou, 75008 Paris France","+33 1 45 22 27 12",http://www.restaurant-indien-paris-nirvana.fr/fr,"['$$ - $$$', 'Indian', 'Asian', 'Healthy']","['Indian', 'Asian', 'Healthy']","['Vegetarian Friendly', 'Vegan Options']","['Lunch', 'Dinner', 'Late Night', 'Drinks']",No,No,L'Europe,"#176 of 14,523 Restaurants in Paris",5,5,5,4.5,"['$22 - $44']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Accepts Credit Cards', 'Table Service', 'Dog Friendly', 'Family style', 'Non-smoking restaurants']",338,,187147
https://www.tripadvisor.com/Restaurant_Review-g187323-d1098810-Reviews-NU_Restaurant-Berlin.html,d1098810,1,"23/12/2023 09:32:18",4.5,"NU Restaurant","Schlueterstr. 55, 10629 Berlin Germany","+49 30 88709811",http://www.nu-eat.de/,"['$$ - $$$', 'Asian', 'Dining bars', 'Japanese Fusion']","['Asian', 'Dining bars', 'Japanese Fusion']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Lunch', 'Dinner', 'Drinks']",No,No,"Charlottenburg0.8 miles from Kurfurstendamm","#112 of 5,704 Restaurants in Berlin",4.5,4.5,4.5,4.5,"['$11 - $94']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Delivery', 'Street Parking', 'Highchairs Available', 'Wine and Beer', 'Accepts American Express', 'Digital Payments', 'Family style', 'Gift Cards Available']",467,,187323
https://www.tripadvisor.com/Restaurant_Review-g187147-d1109794-Reviews-Les_Cedres_Du_Liban_Paris-Paris_Ile_de_France.html,d1109794,1,"24/12/2023 08:38:36",4.5,"Les Cèdres Du Liban Paris","5 Avenue Du Maine, 75015 Paris France","+33 1 42 22 35 18",https://www.facebook.com/LesCedresDuLiban/,"['$$ - $$$', 'Lebanese', 'Mediterranean', 'Healthy']","['Lebanese', 'Mediterranean', 'Healthy', 'Middle Eastern', 'Arabic']","['Vegetarian Friendly', 'Vegan Options', 'Halal']","['Lunch', 'Dinner']",No,No,"Montparnasse0.2 miles from Quartier Montparnasse","#307 of 14,523 Restaurants in Paris",5,4.5,4.5,5,"['$11 - $28']","['Free Wifi', 'Delivery', 'Takeout', 'Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Street Parking', 'Highchairs Available', 'Serves Alcohol', 'Accepts Credit Cards', 'Table Service', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Digital Payments', 'Drive Thru', 'Dog Friendly', 'Family style', 'Gift Cards Available']",1032,,187147
https://www.tripadvisor.com/Restaurant_Review-g187147-d1113739-Reviews-Le_Petit_Olympia-Paris_Ile_de_France.html,d1113739,1,"24/12/2023 08:31:26",4.5,"Le Petit Olympia","6 rue de Caumartin, 75009 Paris France","+33 1 42 68 07 89",https://www.facebook.com/lepetitolympia,"['$$ - $$$', 'French']",['French'],"['Vegetarian Friendly', 'Vegan Options']","['Lunch', 'Dinner', 'Late Night']",No,No,"9th Arr. - Opera0.2 miles from Place Vendome","#3,903 of 14,523 Restaurants in Paris",4.5,4,4.5,5,"['$13 - $55']","['Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service']",56,,187147
https://www.tripadvisor.com/Restaurant_Review-g187323-d11666270-Reviews-Goji-Berlin.html,d11666270,1,"23/12/2023 09:21:35",4.5,Goji,"Motzstrasse 58, 10777 Berlin Germany","+49 30 58600766",http://goji-berlin.de/,"['$', 'Chinese', 'Asian', 'Cantonese']","['Chinese', 'Asian']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Lunch', 'Dinner']",No,No,"Schoneberg0.7 miles from Kurfurstendamm","#22 of 5,705 Restaurants in Berlin",5,5,5,4,"['$11 - $21']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Street Parking', 'Highchairs Available', 'Serves Alcohol', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Cash Only', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']",312,,187323
https://www.tripadvisor.com/Restaurant_Review-g187147-d11691269-Reviews-XV_Burger-Paris_Ile_de_France.html,d11691269,1,"24/12/2023 08:42:37",5,"XV Burger","179 rue de Vaugirard, 75015 Paris France","+33 1 71 50 11 46",https://www.facebook.com/XV-Burger-1721658824762545/,"['$', 'American', 'Fast Food', 'Vegetarian Friendly']","['American', 'Fast Food']","['Vegetarian Friendly', 'Vegan Options']","['Lunch', 'Dinner']",No,No,"Montparnasse0.4 miles from Quartier Montparnasse","#109 of 14,523 Restaurants in Paris",4.5,4.5,4.5,4.5,"['$26 - $275']","['Delivery', 'Takeout', 'Reservations', 'Seating', 'Free Wifi', 'Table Service']",185,,187147
https://www.tripadvisor.com/Restaurant_Review-g187323-d11813181-Reviews-Salamat-Berlin.html,d11813181,1,"21/12/2023 07:44:48",5,Salamat,"Gartenstr. 1 S Nordbahnhof - Payment only in cash or with german debit cards, 10115 Berlin Germany","+49 30 28884994",http://www.salamat-restaurant.de/,"['$', 'Middle Eastern', 'Arabic', 'Vegetarian Friendly']","['Middle Eastern', 'Arabic']","['Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']","['Lunch', 'Dinner', 'Late Night', 'Drinks']",No,No,"Mitte (Borough)0.5 miles from Memorial of the Berlin Wall","#21 of 5,704 Restaurants in Berlin",4,4,4,4,"['$4 - $13']","['Takeout', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",209,,187323
https://www.tripadvisor.com/Restaurant_Review-g187323-d11816972-Reviews-Cao_Cao_Vietnamesisches_Restaurant-Berlin.html,d11816972,1,"23/12/2023 09:26:24",4.5,"Cao Cao Vietnamesisches Restaurant","Marburger Str. 2, 10789 Berlin Germany","+49 30 21915415",http://www.cao-cao.de/,"['$$ - $$$', 'Asian', 'Vietnamese', 'Healthy']","['Asian', 'Vietnamese', 'Healthy']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Lunch', 'Dinner']",No,No,"Charlottenburg0.1 miles from Kurfurstendamm","#61 of 5,705 Restaurants in Berlin",4,3.5,4,4.5,"['$6 - $22']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']",777,,187323
https://www.tripadvisor.com/Restaurant_Review-g187323-d11843585-Reviews-Lia_s_Kitchen_100_Vegan-Berlin.html,d11843585,1,"23/12/2023 09:29:55",4.5,"Lia's Kitchen 100% Vegan","Kollwitzstr. 47, 10405 Berlin Germany","+49 163 4648436",http://www.liaskitchen.de/,"['$', 'American', 'Fast Food', 'European']","['Fast Food', 'European', 'Healthy', 'American']","['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","['Lunch', 'Dinner', 'Late Night', 'Drinks']",No,No,"Prenzlauer Berg0.9 miles from Alexanderplatz","#91 of 5,705 Restaurants in Berlin",4.5,4.5,5,4.5,"['$9 - $17']","['Delivery', 'Serves Alcohol', 'Accepts Mastercard', 'Accepts Visa', 'Takeout', 'Street Parking', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards']",260,,187323
https://www.tripadvisor.com/Restaurant_Review-g187147-d11929974-Reviews-Cook_n_Saj-Paris_Ile_de_France.html,d11929974,1,"24/12/2023 08:41:10",5,"Cook' n Saj","5 rue Bernard Palissy, 75006 Paris France","+33 6 65 05 65 14",https://www.facebook.com/cooknsaj/,"['$$ - $$$', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']","['French', 'Healthy']","['Vegetarian Friendly', 'Gluten Free Options']","['Lunch', 'Dinner']",No,No,"Saint-Germain-des-Pres0.1 miles from Saint Germain des Pres Quarter","#102 of 14,523 Restaurants in Paris",4.5,4.5,5,5,"['$20 - $35']","['Reservations', 'Seating', 'Serves Alcohol', 'Accepts Credit Cards', 'Table Service']",745,,187147
https://www.tripadvisor.com/Restaurant_Review-g187147-d11947725-Reviews-L_Empreinte-Paris_Ile_de_France.html,d11947725,1,"24/12/2023 08:40:29",4.5,L'Empreinte,"5 rue Mouton Duvernet, 75014 Paris France","+33 1 45 39 39 61",https://www.facebook.com/LEmpreinte-1202462823148974/,"['$$ - $$$', 'French', 'European', 'Vegetarian Friendly']","['French', 'European']","['Vegetarian Friendly']","['Lunch', 'Dinner', 'Drinks']",No,No,"Petit-Montrouge0.2 miles from The Paris Catacombs","#96 of 14,523 Restaurants in Paris",4.5,4.5,4.5,4.5,"['$32 - $54']","['Reservations', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service']",447,,187147
